participant_id	6_target	8_target
sub-NDARAA075AMK	TRUE	FALSE
sub-NDARAA112DMH	FALSE	FALSE
sub-NDARAA117NEJ	TRUE	FALSE
sub-NDARAC904DMU	FALSE	TRUE
sub-NDARAD481FXF	FALSE	TRUE
sub-NDARAE012DGA	TRUE	FALSE
sub-NDARAE199TDD	FALSE	TRUE
sub-NDARAG143ARJ	TRUE	FALSE
sub-NDARAJ366ZFA	FALSE	TRUE
sub-NDARAJ807UYR	TRUE	FALSE
sub-NDARAK653RYE	FALSE	TRUE
sub-NDARAM048AFP	FALSE	TRUE
sub-NDARAM277WZT	FALSE	TRUE
sub-NDARAM704GKZ	FALSE	FALSE
sub-NDARAN385MDH	FALSE	TRUE
sub-NDARAN461TGQ	FALSE	TRUE
sub-NDARAP359UM6	FALSE	TRUE
sub-NDARAT100AEQ	FALSE	FALSE
sub-NDARAT299YRR	FALSE	FALSE
sub-NDARAU447JZH	FALSE	TRUE
sub-NDARAV534CJH	FALSE	TRUE
sub-NDARAV747WVL	FALSE	TRUE
sub-NDARAV894XWD	FALSE	TRUE
sub-NDARAW320CGR	TRUE	FALSE
sub-NDARAY238DFL	FALSE	FALSE
sub-NDARAY734WB0	FALSE	TRUE
sub-NDARBA507GCT	FALSE	TRUE
sub-NDARBA521RA8	FALSE	FALSE
sub-NDARBB854DRN	FALSE	TRUE
sub-NDARBC580HR5	FALSE	TRUE
sub-NDARBD566RRW	FALSE	FALSE
sub-NDARBD879MBX	FALSE	TRUE
sub-NDARBF805EHN	FALSE	TRUE
sub-NDARBH024NH2	TRUE	FALSE
sub-NDARBK082PDD	TRUE	FALSE
sub-NDARBK669XJQ	FALSE	TRUE
sub-NDARBL117AUV	TRUE	FALSE
sub-NDARBM173BJG	FALSE	TRUE
sub-NDARBM213BEA	FALSE	TRUE
sub-NDARBN100LCD	FALSE	FALSE
sub-NDARBP894XHG	FALSE	TRUE
sub-NDARBT747UHM	TRUE	FALSE
sub-NDARBU112XZE	FALSE	TRUE
sub-NDARBV364MBC	FALSE	FALSE
sub-NDARBX121UM9	FALSE	TRUE
sub-NDARBX400RTC	FALSE	TRUE
sub-NDARBY518PRN	FALSE	FALSE
sub-NDARCA153NKE	TRUE	FALSE
sub-NDARCA186WGH	FALSE	TRUE
sub-NDARCA789EE0	FALSE	TRUE
sub-NDARCB370UK4	FALSE	FALSE
sub-NDARCD401HGZ	FALSE	TRUE
sub-NDARCE353XKH	FALSE	FALSE
sub-NDARCE368YHM	FALSE	FALSE
sub-NDARCE721YB5	TRUE	FALSE
sub-NDARCF247TDJ	TRUE	FALSE
sub-NDARCG984YXZ	TRUE	FALSE
sub-NDARCH755XDL	FALSE	TRUE
sub-NDARCJ170CT9	FALSE	FALSE
sub-NDARCJ363KLE	FALSE	FALSE
sub-NDARCJ475WJP	FALSE	FALSE
sub-NDARCJ594BWQ	FALSE	TRUE
sub-NDARCL080RHP	FALSE	TRUE
sub-NDARCN669XPR	FALSE	TRUE
sub-NDARCP360AFD	TRUE	FALSE
sub-NDARCR499NE4	TRUE	FALSE
sub-NDARCT472UJ7	FALSE	FALSE
sub-NDARCT933HF2	FALSE	TRUE
sub-NDARCU034JPB	TRUE	FALSE
sub-NDARCU417HRA	FALSE	FALSE
sub-NDARCW071AU5	TRUE	FALSE
sub-NDARCW094JCG	TRUE	FALSE
sub-NDARCW419GBD	TRUE	FALSE
sub-NDARCW963FP9	FALSE	TRUE
sub-NDARCX221CWA	FALSE	TRUE
sub-NDARCX580WB7	FALSE	FALSE
sub-NDARCZ947WU5	FALSE	TRUE
sub-NDARDB146NWY	TRUE	FALSE
sub-NDARDB804YHE	FALSE	TRUE
sub-NDARDC704GKW	FALSE	FALSE
sub-NDARDH328DR9	FALSE	FALSE
sub-NDARDH670PXH	FALSE	TRUE
sub-NDARDJ585AVY	FALSE	TRUE
sub-NDARDJ825GBP	FALSE	TRUE
sub-NDARDL511UND	FALSE	TRUE
sub-NDARDL862DP6	FALSE	FALSE
sub-NDARDM425CG2	FALSE	TRUE
sub-NDARDN702GXX	FALSE	TRUE
sub-NDARDU986RBM	TRUE	FALSE
sub-NDARDV088AA3	FALSE	TRUE
sub-NDARDV310UEG	FALSE	FALSE
sub-NDARDX469TC1	TRUE	FALSE
sub-NDARDX770PJK	FALSE	TRUE
sub-NDARDZ946KVL	FALSE	TRUE
sub-NDAREB290UCN	TRUE	FALSE
sub-NDAREC182WW2	FALSE	TRUE
sub-NDARED047DTH	FALSE	FALSE
sub-NDAREE196FEG	TRUE	FALSE
sub-NDAREF057VX5	TRUE	FALSE
sub-NDAREG561ML5	FALSE	TRUE
sub-NDAREH876HG2	FALSE	TRUE
sub-NDAREH905REB	TRUE	FALSE
sub-NDAREK375DKR	FALSE	FALSE
sub-NDAREK544ENR	FALSE	TRUE
sub-NDAREK918EC2	FALSE	FALSE
sub-NDAREK947FYP	FALSE	TRUE
sub-NDAREL622FA6	FALSE	FALSE
sub-NDAREM018TJQ	FALSE	TRUE
sub-NDAREM141CKP	FALSE	FALSE
sub-NDAREM731BYM	FALSE	TRUE
sub-NDAREN519BLJ	TRUE	FALSE
sub-NDARER840MKU	TRUE	FALSE
sub-NDARET332CTB	FALSE	FALSE
sub-NDARET550NXC	FALSE	TRUE
sub-NDARET632ELD	TRUE	FALSE
sub-NDARET653TAM	FALSE	FALSE
sub-NDARET893AK8	TRUE	FALSE
sub-NDARET949LMU	TRUE	FALSE
sub-NDAREU551GPC	FALSE	FALSE
sub-NDAREV970HAN	FALSE	TRUE
sub-NDAREW976FNL	TRUE	FALSE
sub-NDAREX091KUR	TRUE	FALSE
sub-NDAREY741MG9	TRUE	FALSE
sub-NDAREZ098ZPE	FALSE	FALSE
sub-NDARFA860RPD	FALSE	FALSE
sub-NDARFB575BAT	FALSE	TRUE
sub-NDARFD316UD2	FALSE	TRUE
sub-NDARFE163HVN	FALSE	TRUE
sub-NDARFG114VB1	FALSE	TRUE
sub-NDARFH674DWX	FALSE	FALSE
sub-NDARFJ100BDZ	TRUE	FALSE
sub-NDARFJ302HVD	FALSE	TRUE
sub-NDARFK610GY5	FALSE	TRUE
sub-NDARFL411AT1	FALSE	TRUE
sub-NDARFM080VAF	TRUE	FALSE
sub-NDARFN452VPC	FALSE	TRUE
sub-NDARFT581ZW5	TRUE	FALSE
sub-NDARFT834NT1	FALSE	FALSE
sub-NDARFW292PBD	FALSE	TRUE
sub-NDARFW444PN1	FALSE	TRUE
sub-NDARFW972KFQ	FALSE	TRUE
sub-NDARFX721WR8	FALSE	FALSE
sub-NDARFY075REK	TRUE	FALSE
sub-NDARFY612EMR	FALSE	TRUE
sub-NDARFZ296UNG	FALSE	FALSE
sub-NDARGB040MGR	FALSE	TRUE
sub-NDARGB441VVD	FALSE	TRUE
sub-NDARGC521HNP	FALSE	TRUE
sub-NDARGD507TDZ	FALSE	FALSE
sub-NDARGE366WNC	FALSE	TRUE
sub-NDARGE536BGD	FALSE	TRUE
sub-NDARGH407KVG	FALSE	FALSE
sub-NDARGH492CF1	FALSE	FALSE
sub-NDARGJ395FKP	FALSE	TRUE
sub-NDARGJ627BL2	TRUE	FALSE
sub-NDARGJ761GA8	FALSE	TRUE
sub-NDARGL107GFK	FALSE	TRUE
sub-NDARGL800LDW	FALSE	FALSE
sub-NDARGL834CMQ	TRUE	FALSE
sub-NDARGL963HU4	FALSE	TRUE
sub-NDARGM498YFL	FALSE	TRUE
sub-NDARGM540EV8	FALSE	TRUE
sub-NDARGN148MK2	FALSE	FALSE
sub-NDARGR106TJB	FALSE	TRUE
sub-NDARGR661YZG	FALSE	FALSE
sub-NDARGR875AXY	FALSE	TRUE
sub-NDARGT022BEW	FALSE	TRUE
sub-NDARGT267UZR	TRUE	FALSE
sub-NDARGU100JH4	FALSE	FALSE
sub-NDARGU485JJA	FALSE	TRUE
sub-NDARGU667MCK	FALSE	FALSE
sub-NDARGU729WUR	FALSE	TRUE
sub-NDARGV956EGX	FALSE	TRUE
sub-NDARGW362UJZ	TRUE	FALSE
sub-NDARGX001CB1	FALSE	TRUE
sub-NDARGY054ENV	FALSE	TRUE
sub-NDARGY148EVU	FALSE	FALSE
sub-NDARHB000YF8	FALSE	TRUE
sub-NDARHB772TE5	FALSE	TRUE
sub-NDARHB781DD8	TRUE	FALSE
sub-NDARHB993EV0	TRUE	FALSE
sub-NDARHC287ZF4	TRUE	FALSE
sub-NDARHC737MHK	TRUE	FALSE
sub-NDARHD059PEQ	FALSE	FALSE
sub-NDARHE236YLB	FALSE	FALSE
sub-NDARHF269ATU	FALSE	FALSE
sub-NDARHF904CWB	FALSE	TRUE
sub-NDARHJ126UW2	TRUE	FALSE
sub-NDARHJ523XGB	FALSE	TRUE
sub-NDARHK598YJC	FALSE	TRUE
sub-NDARHL238VL2	FALSE	TRUE
sub-NDARHM273AXL	FALSE	TRUE
sub-NDARHN131ZP6	FALSE	TRUE
sub-NDARHP176DPE	FALSE	TRUE
sub-NDARHP558MGA	FALSE	FALSE
sub-NDARHR443EHF	FALSE	TRUE
sub-NDARHR753ZKU	FALSE	TRUE
sub-NDARHR944BBY	FALSE	TRUE
sub-NDARHT218GFA	TRUE	FALSE
sub-NDARHU391FD7	FALSE	FALSE
sub-NDARHV527DNK	FALSE	FALSE
sub-NDARHW650FXU	FALSE	FALSE
sub-NDARHW718DTW	FALSE	TRUE
sub-NDARHX739YBW	FALSE	TRUE
sub-NDARHX877BLQ	FALSE	TRUE
sub-NDARHY177LY9	FALSE	TRUE
sub-NDARHZ439EBY	TRUE	FALSE
sub-NDARJD282HJ4	TRUE	FALSE
sub-NDARJE086YU0	TRUE	FALSE
sub-NDARJF045MHG	FALSE	TRUE
sub-NDARJH441HJD	TRUE	FALSE
sub-NDARJH925ZCD	FALSE	TRUE
sub-NDARJJ356DAL	TRUE	FALSE
sub-NDARJJ859RRW	TRUE	FALSE
sub-NDARJK910PDK	FALSE	TRUE
sub-NDARJL058RDV	FALSE	FALSE
sub-NDARJM708VGE	FALSE	TRUE
sub-NDARJM759GYH	FALSE	TRUE
sub-NDARJM828PAL	FALSE	FALSE
sub-NDARJP489HCE	FALSE	FALSE
sub-NDARJR525HTX	TRUE	FALSE
sub-NDARJR687LGX	FALSE	TRUE
sub-NDARJT523MV7	FALSE	FALSE
sub-NDARJT730WP0	FALSE	TRUE
sub-NDARJU766FBU	FALSE	FALSE
sub-NDARJU805JG5	FALSE	FALSE
sub-NDARJW315BUA	TRUE	FALSE
sub-NDARJX421FWR	TRUE	FALSE
sub-NDARJY033DKZ	FALSE	TRUE
sub-NDARJZ549HU8	TRUE	FALSE
sub-NDARJZ679KXJ	FALSE	TRUE
sub-NDARJZ715FE8	TRUE	FALSE
sub-NDARKA429EPF	FALSE	FALSE
sub-NDARKA627LF8	FALSE	TRUE
sub-NDARKD134TCX	TRUE	FALSE
sub-NDARKE331EHD	FALSE	TRUE
sub-NDARKG785VAJ	FALSE	FALSE
sub-NDARKG859AGN	FALSE	TRUE
sub-NDARKH421UB1	TRUE	FALSE
sub-NDARKL637YBF	FALSE	FALSE
sub-NDARKM497VKX	TRUE	FALSE
sub-NDARKM551DA4	FALSE	TRUE
sub-NDARKM635UY0	TRUE	FALSE
sub-NDARKR010EN7	FALSE	FALSE
sub-NDARKR195PL9	TRUE	FALSE
sub-NDARKU043JMU	FALSE	FALSE
sub-NDARKU278YRR	FALSE	TRUE
sub-NDARKW145LNX	FALSE	FALSE
sub-NDARKX346VTV	FALSE	TRUE
sub-NDARKX761BH9	TRUE	FALSE
sub-NDARLA395AG8	FALSE	FALSE
sub-NDARLA516PH1	TRUE	FALSE
sub-NDARLA623HN3	FALSE	TRUE
sub-NDARLB017MBJ	FALSE	TRUE
sub-NDARLB629BJ1	TRUE	FALSE
sub-NDARLC358CYJ	FALSE	TRUE
sub-NDARLC868GLL	FALSE	TRUE
sub-NDARLD990NH4	FALSE	FALSE
sub-NDARLE953JYU	FALSE	TRUE
sub-NDARLF283KJX	TRUE	FALSE
sub-NDARLF480DMW	FALSE	TRUE
sub-NDARLF616PBU	FALSE	TRUE
sub-NDARLG027HUK	FALSE	FALSE
sub-NDARLG890JDU	FALSE	TRUE
sub-NDARLG942AZ1	FALSE	FALSE
sub-NDARLH979WFX	FALSE	TRUE
sub-NDARLJ311YNA	FALSE	TRUE
sub-NDARLJ549WTT	FALSE	TRUE
sub-NDARLL720BGU	TRUE	FALSE
sub-NDARLV086DEH	FALSE	TRUE
sub-NDARLV387GP4	FALSE	FALSE
sub-NDARLW308UR0	FALSE	TRUE
sub-NDARLX816JUZ	FALSE	TRUE
sub-NDARLY067FD6	FALSE	FALSE
sub-NDARLY585ZVN	FALSE	TRUE
sub-NDARLZ104NDT	FALSE	TRUE
sub-NDARLZ228PCB	FALSE	FALSE
sub-NDARMC759CX3	FALSE	TRUE
sub-NDARMD575AXD	TRUE	FALSE
sub-NDARME656MTN	FALSE	TRUE
sub-NDARME930DE7	FALSE	FALSE
sub-NDARMG278GYH	FALSE	TRUE
sub-NDARMH625WKL	FALSE	TRUE
sub-NDARMH677JDM	FALSE	FALSE
sub-NDARMH763YZD	TRUE	FALSE
sub-NDARMJ219AKU	FALSE	FALSE
sub-NDARML148UCE	FALSE	FALSE
sub-NDARML926NEG	FALSE	TRUE
sub-NDARMM782KJK	TRUE	FALSE
sub-NDARMM878ZR1	FALSE	FALSE
sub-NDARMM905VYR	FALSE	TRUE
sub-NDARMM990URX	FALSE	FALSE
sub-NDARMR242UKQ	FALSE	TRUE
sub-NDARMR277TT7	FALSE	TRUE
sub-NDARMR491LM5	TRUE	FALSE
sub-NDARMT271DT6	FALSE	TRUE
sub-NDARMT898BME	FALSE	FALSE
sub-NDARMU053YEU	FALSE	TRUE
sub-NDARMU269TFY	FALSE	FALSE
sub-NDARMV247HRA	FALSE	FALSE
sub-NDARMV410ZFY	FALSE	TRUE
sub-NDARMW178UDD	FALSE	TRUE
sub-NDARMW252AJW	FALSE	TRUE
sub-NDARMY301WFK	FALSE	TRUE
sub-NDARMY533CYM	FALSE	TRUE
sub-NDARMY967HNA	FALSE	TRUE
sub-NDARMZ908DUR	FALSE	TRUE
sub-NDARNB824ARJ	FALSE	TRUE
sub-NDARND085WZK	FALSE	TRUE
sub-NDARNE758RD6	FALSE	TRUE
sub-NDARNE767VAJ	FALSE	TRUE
sub-NDARNF384JN0	FALSE	FALSE
sub-NDARNF766VW2	TRUE	FALSE
sub-NDARNF954MK3	FALSE	TRUE
sub-NDARNF994TPA	TRUE	FALSE
sub-NDARNG689AAP	FALSE	TRUE
sub-NDARNJ894VH2	FALSE	TRUE
sub-NDARNL599TMZ	FALSE	TRUE
sub-NDARNM624PDC	FALSE	TRUE
sub-NDARNM834MY9	FALSE	TRUE
sub-NDARNN218UGY	FALSE	FALSE
sub-NDARNP399JVF	FALSE	FALSE
sub-NDARNP939DDQ	FALSE	TRUE
sub-NDARNR773DL4	TRUE	FALSE
sub-NDARNT042GRA	FALSE	TRUE
sub-NDARNT572CMD	FALSE	TRUE
sub-NDARNT939YMG	FALSE	TRUE
sub-NDARNU249EDF	FALSE	FALSE
sub-NDARNU282ZYZ	FALSE	FALSE
sub-NDARNW182PJC	FALSE	TRUE
sub-NDARNW218ZBU	FALSE	TRUE
sub-NDARNW687HMZ	TRUE	FALSE
sub-NDARNW797PD6	FALSE	TRUE
sub-NDARNX795LFK	TRUE	FALSE
sub-NDARNY964EA0	FALSE	TRUE
sub-NDARNZ615UEU	FALSE	TRUE
sub-NDARPC817XZ5	FALSE	TRUE
sub-NDARPD977VX2	TRUE	FALSE
sub-NDARPE596LZL	FALSE	TRUE
sub-NDARPF179GNV	TRUE	FALSE
sub-NDARPK339NA6	FALSE	FALSE
sub-NDARPL306LC6	FALSE	TRUE
sub-NDARPL721WTD	TRUE	FALSE
sub-NDARPM105MKA	FALSE	TRUE
sub-NDARPN418ZKT	TRUE	FALSE
sub-NDARPP703NX4	FALSE	FALSE
sub-NDARPU897CM5	FALSE	TRUE
sub-NDARPV249ZRF	TRUE	FALSE
sub-NDARPW482TVE	FALSE	TRUE
sub-NDARPX155RF3	TRUE	FALSE
sub-NDARPX219TW0	FALSE	TRUE
sub-NDARPX244EHJ	FALSE	TRUE
sub-NDARPZ621ZLE	FALSE	TRUE
sub-NDARRA314KW4	FALSE	TRUE
sub-NDARRA733VWX	FALSE	TRUE
sub-NDARRC819NLC	FALSE	FALSE
sub-NDARRD326KB9	FALSE	TRUE
sub-NDARRD720XZK	FALSE	TRUE
sub-NDARRE333EKT	FALSE	FALSE
sub-NDARRF897HB5	TRUE	FALSE
sub-NDARRG199RU4	FALSE	TRUE
sub-NDARRG415BJM	FALSE	TRUE
sub-NDARRG735TU5	FALSE	TRUE
sub-NDARRH407MEY	FALSE	TRUE
sub-NDARRH725XYA	FALSE	TRUE
sub-NDARRJ728NMD	FALSE	FALSE
sub-NDARRK457MBX	FALSE	FALSE
sub-NDARRL660CME	FALSE	TRUE
sub-NDARRM467NP2	FALSE	FALSE
sub-NDARRN619WHY	FALSE	FALSE
sub-NDARRP592GHK	FALSE	TRUE
sub-NDARRP818DWL	FALSE	TRUE
sub-NDARRU501YED	FALSE	FALSE
sub-NDARRV638MJV	TRUE	FALSE
sub-NDARRW100AU0	TRUE	FALSE
sub-NDARRY112RAK	FALSE	TRUE
sub-NDARRZ199KNG	FALSE	TRUE
sub-NDARRZ979FZ4	TRUE	FALSE
sub-NDARTA808DEQ	FALSE	TRUE
sub-NDARTB552HP0	FALSE	TRUE
sub-NDARTD468TUH	FALSE	FALSE
sub-NDARTD640PC5	TRUE	FALSE
sub-NDARTE785ZMJ	TRUE	FALSE
sub-NDARTF133LLM	FALSE	TRUE
sub-NDARTF833WXB	FALSE	TRUE
sub-NDARTG464MWG	TRUE	FALSE
sub-NDARTG810FRE	FALSE	TRUE
sub-NDARTH610GMK	FALSE	TRUE
sub-NDARTJ032FJ2	FALSE	TRUE
sub-NDARTJ418GP0	FALSE	TRUE
sub-NDARTK185PBH	FALSE	FALSE
sub-NDARTK657DV6	FALSE	TRUE
sub-NDARTL336THT	TRUE	FALSE
sub-NDARTN158LRF	TRUE	FALSE
sub-NDARTP190KAN	FALSE	FALSE
sub-NDARTP313AGH	FALSE	TRUE
sub-NDARTR365NCY	FALSE	TRUE
sub-NDARTR811WH9	FALSE	FALSE
sub-NDARTR840XP1	FALSE	TRUE
sub-NDARTT242GNN	FALSE	FALSE
sub-NDARTU768MY1	FALSE	TRUE
sub-NDARTW939GJF	FALSE	TRUE
sub-NDARTX012JHM	FALSE	TRUE
sub-NDARTX659HAF	FALSE	TRUE
sub-NDARTX934NH6	FALSE	FALSE
sub-NDARUA421HT8	FALSE	FALSE
sub-NDARUD764NFJ	FALSE	FALSE
sub-NDARUE533XNH	FALSE	TRUE
sub-NDARUF069EHR	FALSE	TRUE
sub-NDARUF389TXE	TRUE	FALSE
sub-NDARUF935UL3	TRUE	FALSE
sub-NDARUG507AZX	TRUE	FALSE
sub-NDARUJ646APQ	FALSE	TRUE
sub-NDARUJ962NZB	FALSE	TRUE
sub-NDARUL224GN6	FALSE	TRUE
sub-NDARUL341DD2	FALSE	TRUE
sub-NDARUL881JR9	TRUE	FALSE
sub-NDARUM569EV1	FALSE	TRUE
sub-NDARUM991EE8	TRUE	FALSE
sub-NDARUN221VCJ	TRUE	FALSE
sub-NDARUN300FG1	TRUE	FALSE
sub-NDARUP101NXA	FALSE	TRUE
sub-NDARUR987CDM	FALSE	TRUE
sub-NDARUT607MWK	FALSE	TRUE
sub-NDARUV263YB5	FALSE	TRUE
sub-NDARUV418FB8	FALSE	TRUE
sub-NDARUW904FMQ	TRUE	FALSE
sub-NDARUX114RGJ	FALSE	TRUE
sub-NDARUX216VHK	FALSE	TRUE
sub-NDARUY876VL1	FALSE	FALSE
sub-NDARVB297WUM	TRUE	FALSE
sub-NDARVB607WW4	FALSE	TRUE
sub-NDARVB811FVD	FALSE	FALSE
sub-NDARVC246ZY8	FALSE	TRUE
sub-NDARVD547NLC	FALSE	FALSE
sub-NDARVD685RRJ	FALSE	TRUE
sub-NDARVE724GEF	TRUE	FALSE
sub-NDARVG148WHV	FALSE	TRUE
sub-NDARVG436WGG	FALSE	TRUE
sub-NDARVG461LA2	FALSE	TRUE
sub-NDARVG618BM6	TRUE	FALSE
sub-NDARVG971CHH	FALSE	TRUE
sub-NDARVH070WH6	FALSE	TRUE
sub-NDARVJ504DAA	FALSE	FALSE
sub-NDARVL555VVA	FALSE	TRUE
sub-NDARVM685MER	FALSE	TRUE
sub-NDARVN415VF6	FALSE	TRUE
sub-NDARVN469KP6	FALSE	TRUE
sub-NDARVN646NZP	FALSE	TRUE
sub-NDARVN666JV7	FALSE	TRUE
sub-NDARVP281CJ4	TRUE	FALSE
sub-NDARVU683CTN	FALSE	TRUE
sub-NDARVV248VW0	FALSE	TRUE
sub-NDARVX162AZU	FALSE	TRUE
sub-NDARVX292KKC	FALSE	FALSE
sub-NDARVX337AC0	FALSE	TRUE
sub-NDARWA513WM2	FALSE	TRUE
sub-NDARWA622HHZ	TRUE	FALSE
sub-NDARWB124EMA	TRUE	FALSE
sub-NDARWB685NUG	FALSE	TRUE
sub-NDARWC737UJ0	TRUE	FALSE
sub-NDARWC925WDX	FALSE	FALSE
sub-NDARWF122UUJ	FALSE	FALSE
sub-NDARWG831JJ8	FALSE	TRUE
sub-NDARWJ019VGU	FALSE	FALSE
sub-NDARWJ087HKJ	FALSE	TRUE
sub-NDARWK065NJ9	FALSE	FALSE
sub-NDARWM319UU2	TRUE	FALSE
sub-NDARWM654UTC	FALSE	FALSE
sub-NDARWP954GPJ	FALSE	FALSE
sub-NDARWR732NZE	FALSE	TRUE
sub-NDARWR881WMX	FALSE	TRUE
sub-NDARWV155PRG	FALSE	FALSE
sub-NDARWV405ZW0	FALSE	TRUE
sub-NDARWV677EFC	FALSE	TRUE
sub-NDARWW003WWW	FALSE	FALSE
sub-NDARWW005GCU	FALSE	TRUE
sub-NDARWW901MTC	FALSE	FALSE
sub-NDARWX033HYK	FALSE	TRUE
sub-NDARWX338NDL	FALSE	TRUE
sub-NDARWX380JJK	TRUE	FALSE
sub-NDARWY198BVY	FALSE	FALSE
sub-NDARWZ283CWB	FALSE	TRUE
sub-NDARWZ495PG4	FALSE	TRUE
sub-NDARWZ709DLY	FALSE	TRUE
sub-NDARXB704HFD	FALSE	TRUE
sub-NDARXC418YG7	TRUE	FALSE
sub-NDARXC534KT4	TRUE	FALSE
sub-NDARXC826NW7	TRUE	FALSE
sub-NDARXC878WB2	TRUE	FALSE
sub-NDARXD325BGG	FALSE	FALSE
sub-NDARXD388TTE	TRUE	FALSE
sub-NDARXE684LUY	TRUE	FALSE
sub-NDARXF203DCD	FALSE	TRUE
sub-NDARXF441RHQ	TRUE	FALSE
sub-NDARXF623GEL	FALSE	FALSE
sub-NDARXF956ZU6	FALSE	TRUE
sub-NDARXG469XGP	FALSE	TRUE
sub-NDARXG736VP9	FALSE	FALSE
sub-NDARXH017ZLE	TRUE	FALSE
sub-NDARXH597ML1	FALSE	TRUE
sub-NDARXJ468UGL	FALSE	TRUE
sub-NDARXJ696AMX	FALSE	TRUE
sub-NDARXK164TNN	FALSE	FALSE
sub-NDARXK462WRZ	FALSE	TRUE
sub-NDARXL523GHX	FALSE	TRUE
sub-NDARXM398VU8	FALSE	FALSE
sub-NDARXN047RUT	FALSE	FALSE
sub-NDARXN719LXU	FALSE	TRUE
sub-NDARXR965TFK	TRUE	FALSE
sub-NDARXT792GY8	TRUE	FALSE
sub-NDARXU253JHC	TRUE	FALSE
sub-NDARXU679ZE8	FALSE	TRUE
sub-NDARXU715EGL	FALSE	TRUE
sub-NDARXW933TUJ	FALSE	TRUE
sub-NDARXX895FNJ	FALSE	TRUE
sub-NDARXY162ERA	TRUE	FALSE
sub-NDARXY337ZH9	FALSE	TRUE
sub-NDARXY938XY7	FALSE	TRUE
sub-NDARXZ685TU4	FALSE	TRUE
sub-NDARYA496WZD	FALSE	FALSE
sub-NDARYB204HKD	FALSE	TRUE
sub-NDARYD546HCB	TRUE	FALSE
sub-NDARYE814TBX	FALSE	FALSE
sub-NDARYF135ZHU	TRUE	FALSE
